-0.523504	-0.262641	1.42036	1
-0.522353	-0.207171	1.40893	1
-0.516599	0.0701777	1.36521	1
-0.524074	0.24043	1.27146	1
-0.685129	-0.00940093	1.38907	1
-0.76251	-0.188292	1.49612	1
-0.822162	-0.380222	1.58339	1
-0.841941	-0.454242	1.61315	1
-0.370731	-0.0222787	1.40666	1
-0.31011	-0.240031	1.44373	1
-0.327648	-0.416736	1.42578	1
-0.327798	-0.481068	1.47694	1
-0.595704	-0.330103	1.42447	1
-0.711861	-0.708584	1.50397	1
-0.800139	-0.99623	1.55117	1
-0.796366	-1.04503	1.47643	1
-0.454225	-0.335898	1.43492	1
-0.507788	-0.730546	1.50339	1
-0.548495	-1.03048	1.5422	1
-0.544722	-1.07927	1.46746	1
-0.517786	-0.264262	1.42932	1
-0.516858	-0.208579	1.41803	1
-0.512139	0.0698271	1.37532	1
-0.514365	0.241154	1.28294	1
-0.689221	-0.00916524	1.40309	1
-0.765856	-0.193839	1.50593	1
-0.82457	-0.387754	1.58793	1
-0.845464	-0.455474	1.61317	1
-0.362462	-0.0211115	1.42212	1
-0.303192	-0.240628	1.46218	1
-0.313976	-0.41623	1.45108	1
-0.333167	-0.496943	1.46318	1
-0.592106	-0.33396	1.43285	1
-0.687532	-0.718921	1.52327	1
-0.760056	-1.01149	1.57866	1
-0.756008	-1.06059	1.50315	1
-0.444259	-0.340407	1.44597	1
-0.507318	-0.736921	1.51675	1
-0.555242	-1.03827	1.5572	1
-0.551194	-1.08737	1.48169	1
-0.509978	-0.265424	1.44687	1
-0.509038	-0.209455	1.43653	1
-0.504335	0.0706923	1.39948	1
-0.491754	0.242873	1.3091	1
-0.691251	-0.0117588	1.42266	1
-0.775333	-0.219303	1.53103	1
-0.830033	-0.407664	1.59526	1
-0.851466	-0.496962	1.618	1
-0.34558	-0.0224688	1.45307	1
-0.28796	-0.254409	1.49848	1
-0.313431	-0.448832	1.47759	1
-0.342268	-0.519691	1.4566	1
-0.587887	-0.338135	1.44679	1
-0.620269	-0.735763	1.55337	1
-0.646309	-1.03656	1.61597	1
-0.641084	-1.08536	1.53998	1
-0.431975	-0.344721	1.46619	1
-0.484259	-0.742471	1.55102	1
-0.51543	-1.04625	1.61352	1
-0.510205	-1.09505	1.53753	1
-0.498834	-0.265788	1.4795	1
-0.498074	-0.209469	1.46829	1
-0.494432	0.0721743	1.42724	1
-0.466981	0.246035	1.33838	1
-0.689331	-0.0132159	1.44903	1
-0.781455	-0.237459	1.54955	1
-0.834137	-0.431913	1.59957	1
-0.854345	-0.53323	1.61886	1
-0.32785	-0.0219003	1.4883	1
-0.271974	-0.26378	1.53886	1
-0.308008	-0.473701	1.50215	1
-0.334205	-0.547091	1.48146	1
-0.580585	-0.343071	1.47871	1
-0.590674	-0.746195	1.56774	1
-0.583911	-1.05793	1.62816	1
-0.57682	-1.10655	1.55323	1
-0.418006	-0.34816	1.50048	1
-0.460552	-0.74895	1.57989	1
-0.480874	-1.05598	1.64467	1
-0.473692	-1.10459	1.57024	1
-0.490321	-0.266019	1.50135	1
-0.489811	-0.209427	1.48982	1
-0.48743	0.073441	1.44682	1
-0.445654	0.249194	1.3613	1
-0.683863	-0.0129203	1.4667	1
-0.783216	-0.244681	1.55735	1
-0.828042	-0.452312	1.58573	1
-0.841515	-0.56089	1.5927	1
-0.315896	-0.0201597	1.5127	1
-0.261599	-0.267686	1.56531	1
-0.301942	-0.486707	1.52168	1
-0.318601	-0.562649	1.51002	1
-0.573161	-0.345312	1.50034	1
-0.585218	-0.751014	1.57962	1
-0.60282	-1.06409	1.64036	1
-0.59442	-1.11189	1.56668	1
-0.408513	-0.349484	1.52293	1
-0.446868	-0.753112	1.59668	1
-0.465206	-1.06152	1.65864	1
-0.456792	-1.1099	1.58509	1
-0.481252	-0.26597	1.52861	1
-0.480984	-0.208907	1.51668	1
-0.479751	0.0761371	1.47133	1
-0.427961	0.252626	1.3818	1
-0.672503	-0.00953111	1.48607	1
-0.784185	-0.248872	1.56199	1
-0.819257	-0.464097	1.5677	1
-0.824034	-0.574225	1.56498	1
-0.30235	-0.0141586	1.54519	1
-0.252685	-0.267789	1.59365	1
-0.291507	-0.49328	1.55245	1
-0.307145	-0.566729	1.5325	1
-0.56406	-0.346071	1.52652	1
-0.593595	-0.754433	1.58947	1
-0.64398	-1.06925	1.63686	1
-0.631698	-1.11715	1.56389	1
-0.399404	-0.349353	1.55198	1
-0.4349	-0.756831	1.61144	1
-0.452348	-1.06665	1.66771	1
-0.442002	-1.11523	1.59459	1
-0.475257	-0.264811	1.54983	1
-0.474981	-0.207221	1.5383	1
-0.473604	0.0808946	1.49515	1
-0.410656	0.25814	1.40597	1
-0.659417	-0.00471657	1.50286	1
-0.783341	-0.250506	1.56439	1
-0.803856	-0.468918	1.53985	1
-0.797355	-0.558341	1.52999	1
-0.293463	-0.00801499	1.57093	1
-0.247647	-0.266485	1.61596	1
-0.286191	-0.494852	1.56932	1
-0.297953	-0.565384	1.55381	1
-0.557413	-0.344984	1.54639	1
-0.621612	-0.751941	1.60264	1
-0.712344	-1.06083	1.63883	1
-0.697557	-1.10813	1.56688	1
-0.394213	-0.347511	1.57377	1
-0.391863	-0.753643	1.66333	1
-0.385075	-1.06275	1.72681	1
-0.371508	-1.11045	1.65471	1
-0.469796	-0.262338	1.57087	1
-0.469621	-0.204377	1.55921	1
-0.46874	0.0855274	1.51508	1
-0.397298	0.264283	1.42754	1
-0.645356	0.00115058	1.51813	1
-0.776068	-0.244511	1.56056	1
